source_stop_id,target_stop_id,weight,type
c87db9be-1fba-4102-a743-0ee4317dd5af,295616c0-387b-4f60-a337-7743cd6be04e,26.94,WALK
295616c0-387b-4f60-a337-7743cd6be04e,717dda7e-d793-4697-8f60-b64ee8b1edc4,181.06,WALK
717dda7e-d793-4697-8f60-b64ee8b1edc4,295616c0-387b-4f60-a337-7743cd6be04e,181.06,WALK
295616c0-387b-4f60-a337-7743cd6be04e,38b3abed-0592-407b-96c3-85a026f2e192,192.4,WALK
38b3abed-0592-407b-96c3-85a026f2e192,295616c0-387b-4f60-a337-7743cd6be04e,192.4,WALK
295616c0-387b-4f60-a337-7743cd6be04e,db9f7130-0bc2-4f3e-b8cd-07cfe96b1f8f,191.81,WALK
db9f7130-0bc2-4f3e-b8cd-07cfe96b1f8f,295616c0-387b-4f60-a337-7743cd6be04e,191.81,WALK
295616c0-387b-4f60-a337-7743cd6be04e,a719a87c-4e93-4387-a6d1-2631a487f7e0,206.82,WALK
a719a87c-4e93-4387-a6d1-2631a487f7e0,295616c0-387b-4f60-a337-7743cd6be04e,206.82,WALK
295616c0-387b-4f60-a337-7743cd6be04e,16578e36-c682-4083-bd29-4973445dc0fe,139.32,WALK
16578e36-c682-4083-bd29-4973445dc0fe,295616c0-387b-4f60-a337-7743cd6be04e,139.32,WALK
295616c0-387b-4f60-a337-7743cd6be04e,9b85d4b0-c594-4e0e-9ce2-d0986256c270,148.98,WALK
9b85d4b0-c594-4e0e-9ce2-d0986256c270,295616c0-387b-4f60-a337-7743cd6be04e,148.98,WALK
8f56b058-1ae3-44f5-8600-4330f2264d78,ecc4ae87-ae08-4b94-995c-452fdd94df7f,22.06,WALK
ecc4ae87-ae08-4b94-995c-452fdd94df7f,8f56b058-1ae3-44f5-8600-4330f2264d78,22.06,WALK
8f56b058-1ae3-44f5-8600-4330f2264d78,f1d7dbc8-d84b-4550-a3bd-e4748a677e9d,183.07,WALK
f1d7dbc8-d84b-4550-a3bd-e4748a677e9d,8f56b058-1ae3-44f5-8600-4330f2264d78,183.07,WALK
249f3d10-f5f0-467b-8f60-f35fd62d9054,53806659-b339-4e68-af4a-4325c16b6026,46.54,WALK
53806659-b339-4e68-af4a-4325c16b6026,249f3d10-f5f0-467b-8f60-f35fd62d9054,46.54,WALK
c2827897-b9fe-4bfc-b4ed-880f11a2359e,1b3ddeca-a066-43ee-9ae5-8339628129c2,203.4,WALK
1b3ddeca-a066-43ee-9ae5-8339628129c2,c2827897-b9fe-4bfc-b4ed-880f11a2359e,203.4,WALK
c2827897-b9fe-4bfc-b4ed-880f11a2359e,c0a064eb-b507-43c2-a6d2-0e9c5881f031,176.75,WALK
c0a064eb-b507-43c2-a6d2-0e9c5881f031,c2827897-b9fe-4bfc-b4ed-880f11a2359e,176.75,WALK
c2827897-b9fe-4bfc-b4ed-880f11a2359e,a0b1fb90-3f6a-4231-910a-18be192ac762,72.1,WALK
a0b1fb90-3f6a-4231-910a-18be192ac762,c2827897-b9fe-4bfc-b4ed-880f11a2359e,72.1,WALK
c2827897-b9fe-4bfc-b4ed-880f11a2359e,7ea32e84-b8d9-498b-9f03-5a66990012b9,182.99,WALK
7ea32e84-b8d9-498b-9f03-5a66990012b9,c2827897-b9fe-4bfc-b4ed-880f11a2359e,182.99,WALK
c2827897-b9fe-4bfc-b4ed-880f11a2359e,e97befb6-5dc6-4603-ad5e-3aa96b4b2221,158.23,WALK
e97befb6-5dc6-4603-ad5e-3aa96b4b2221,c2827897-b9fe-4bfc-b4ed-880f11a2359e,158.23,WALK
01d1f388-d915-4e9f-bc3d-4432a73a216e,7a256ec6-bb93-47eb-af92-ea62941c1dc6,68.72,WALK
7a256ec6-bb93-47eb-af92-ea62941c1dc6,01d1f388-d915-4e9f-bc3d-4432a73a216e,68.72,WALK
c6eab761-36e0-4bf8-88ed-48e594ed375b,1ce1c3a8-e0f6-4f90-b1aa-1448759d8b3c,134.85,WALK
1ce1c3a8-e0f6-4f90-b1aa-1448759d8b3c,c6eab761-36e0-4bf8-88ed-48e594ed375b,134.85,WALK
c6eab761-36e0-4bf8-88ed-48e594ed375b,318d4398-e152-498b-b4ff-1344c67adba6,205.4,WALK
318d4398-e152-498b-b4ff-1344c67adba6,c6eab761-36e0-4bf8-88ed-48e594ed375b,205.4,WALK
c6eab761-36e0-4bf8-88ed-48e594ed375b,a2ce7e6f-0f99-443a-a973-81a0b9c60261,113.07,WALK
a2ce7e6f-0f99-443a-a973-81a0b9c60261,c6eab761-36e0-4bf8-88ed-48e594ed375b,113.07,WALK
c6eab761-36e0-4bf8-88ed-48e594ed375b,106bdc28-f0fe-4f13-b4ad-6c6a630550b5,155.73,WALK
106bdc28-f0fe-4f13-b4ad-6c6a630550b5,c6eab761-36e0-4bf8-88ed-48e594ed375b,155.73,WALK
a12ab184-fb4b-449f-9884-88e0a1672e64,2d42d8e2-26a8-4a74-809c-f436d05c8a54,72.7,WALK
2d42d8e2-26a8-4a74-809c-f436d05c8a54,a12ab184-fb4b-449f-9884-88e0a1672e64,72.7,WALK
a12ab184-fb4b-449f-9884-88e0a1672e64,41c8c7eb-62ef-45d8-b5b1-221dd3c0022c,58.22,WALK
41c8c7eb-62ef-45d8-b5b1-221dd3c0022c,a12ab184-fb4b-449f-9884-88e0a1672e64,58.22,WALK
ff1f708c-989e-4cc5-8e75-02717b5f9744,4f681273-89fe-44f9-aaec-76950722cc52,38.56,WALK
4f681273-89fe-44f9-aaec-76950722cc52,ff1f708c-989e-4cc5-8e75-02717b5f9744,38.56,WALK
300f1367-4ba4-4416-90e4-caa8f33e9144,ac3afe7d-a2b3-4d5d-9e6a-1d2412a3bc70,73.53,WALK
ac3afe7d-a2b3-4d5d-9e6a-1d2412a3bc70,300f1367-4ba4-4416-90e4-caa8f33e9144,73.53,WALK
300f1367-4ba4-4416-90e4-caa8f33e9144,9a480b5e-0283-4130-a5e2-9d5e996caa4f,82.34,WALK
9a480b5e-0283-4130-a5e2-9d5e996caa4f,300f1367-4ba4-4416-90e4-caa8f33e9144,82.34,WALK
300f1367-4ba4-4416-90e4-caa8f33e9144,d83ec579-9ab5-4e30-bedd-86613c234abd,192.82,WALK
d83ec579-9ab5-4e30-bedd-86613c234abd,300f1367-4ba4-4416-90e4-caa8f33e9144,192.82,WALK
cc9cbd94-6da7-41ff-a728-cfd4b47dfcc0,aa113271-655f-423f-ad7e-4cfaba2eb739,5.73,WALK
aa113271-655f-423f-ad7e-4cfaba2eb739,cc9cbd94-6da7-41ff-a728-cfd4b47dfcc0,5.73,WALK
ee03ecf6-db6d-4ecc-90cd-5b3afc8afb91,c70ad4c4-6c37-4f31-83aa-921dc8bc15a4,179.61,WALK
c70ad4c4-6c37-4f31-83aa-921dc8bc15a4,ee03ecf6-db6d-4ecc-90cd-5b3afc8afb91,179.61,WALK
ee03ecf6-db6d-4ecc-90cd-5b3afc8afb91,d4c25d68-c340-431b-a646-7680fe0cefee,162.93,WALK
d4c25d68-c340-431b-a646-7680fe0cefee,ee03ecf6-db6d-4ecc-90cd-5b3afc8afb91,162.93,WALK
98a94a2a-894f-4ff0-9967-1dd986bf0cfd,f73d3fb2-082c-4518-8af2-45de5490df4e,51.85,WALK
f73d3fb2-082c-4518-8af2-45de5490df4e,98a94a2a-894f-4ff0-9967-1dd986bf0cfd,51.85,WALK
98a94a2a-894f-4ff0-9967-1dd986bf0cfd,c326e479-ccc3-4915-8788-3fa189d0143e,29.58,WALK
c326e479-ccc3-4915-8788-3fa189d0143e,98a94a2a-894f-4ff0-9967-1dd986bf0cfd,29.58,WALK
2ec182e2-769f-427f-b9b5-c4118890cb96,7fdce743-a4be-44d7-8658-0a259a18ad30,15.02,WALK
7fdce743-a4be-44d7-8658-0a259a18ad30,2ec182e2-769f-427f-b9b5-c4118890cb96,15.02,WALK
11d74c00-da13-4cad-883e-c6dcf8edcbe8,567980fa-7783-411d-9c67-55b44d753880,36.37,WALK
567980fa-7783-411d-9c67-55b44d753880,11d74c00-da13-4cad-883e-c6dcf8edcbe8,36.37,WALK
1c0c01ee-6258-4328-9d01-489eb421a8d9,10d57057-b305-4b7a-806b-3373014db962,44.29,WALK
10d57057-b305-4b7a-806b-3373014db962,1c0c01ee-6258-4328-9d01-489eb421a8d9,44.29,WALK
521edd75-c364-480a-af9e-a1c9815b6dd7,d72d58c2-b9a9-4dd5-b741-17e986d925c8,29.6,WALK
d72d58c2-b9a9-4dd5-b741-17e986d925c8,521edd75-c364-480a-af9e-a1c9815b6dd7,29.6,WALK
521edd75-c364-480a-af9e-a1c9815b6dd7,9276fcfb-0f7e-4df3-b827-325600851526,157.04,WALK
9276fcfb-0f7e-4df3-b827-325600851526,521edd75-c364-480a-af9e-a1c9815b6dd7,157.04,WALK
521edd75-c364-480a-af9e-a1c9815b6dd7,5d1e404b-1606-457e-8d2b-4e3e80139532,142.15,WALK
5d1e404b-1606-457e-8d2b-4e3e80139532,521edd75-c364-480a-af9e-a1c9815b6dd7,142.15,WALK
b5400e28-b0c3-4a02-9da2-084c465bd1d3,c5527a65-5265-43de-b703-7c7d494d190c,42.51,WALK
c5527a65-5265-43de-b703-7c7d494d190c,b5400e28-b0c3-4a02-9da2-084c465bd1d3,42.51,WALK
f2bac6f5-5bbc-4f15-acdd-014d86770ce9,4038e02e-f22f-4af0-ba4f-7aab855b53af,18.77,WALK
4038e02e-f22f-4af0-ba4f-7aab855b53af,f2bac6f5-5bbc-4f15-acdd-014d86770ce9,18.77,WALK
f2bac6f5-5bbc-4f15-acdd-014d86770ce9,37fc313d-1f45-49c9-9059-4f96f44a6682,112.22,WALK
37fc313d-1f45-49c9-9059-4f96f44a6682,f2bac6f5-5bbc-4f15-acdd-014d86770ce9,112.22,WALK
f2bac6f5-5bbc-4f15-acdd-014d86770ce9,fcec9e7a-1c9e-4214-96dd-d071550349e6,130.54,WALK
fcec9e7a-1c9e-4214-96dd-d071550349e6,f2bac6f5-5bbc-4f15-acdd-014d86770ce9,130.54,WALK
379bc761-04b5-4227-be76-3b870fe3e69f,807c11ba-4b3a-4e2b-82b5-abf5864fa4bc,88.59,WALK
807c11ba-4b3a-4e2b-82b5-abf5864fa4bc,379bc761-04b5-4227-be76-3b870fe3e69f,88.59,WALK
087e50b6-7677-4a85-802f-5694266fe38b,9bb1ed3b-5a6f-43c7-afaf-ba2b60ca1a7a,32.48,WALK
9bb1ed3b-5a6f-43c7-afaf-ba2b60ca1a7a,087e50b6-7677-4a85-802f-5694266fe38b,32.48,WALK
087e50b6-7677-4a85-802f-5694266fe38b,bea274aa-277a-403d-ab2f-a0342b28882e,168.72,WALK
bea274aa-277a-403d-ab2f-a0342b28882e,087e50b6-7677-4a85-802f-5694266fe38b,168.72,WALK
087e50b6-7677-4a85-802f-5694266fe38b,f2920a77-6c6c-494d-96b7-2a8caf8f374f,183.51,WALK
f2920a77-6c6c-494d-96b7-2a8caf8f374f,087e50b6-7677-4a85-802f-5694266fe38b,183.51,WALK
087e50b6-7677-4a85-802f-5694266fe38b,25ad5579-f6a0-4f35-a0c9-0678b41e9dde,148.89,WALK
25ad5579-f6a0-4f35-a0c9-0678b41e9dde,087e50b6-7677-4a85-802f-5694266fe38b,148.89,WALK
087e50b6-7677-4a85-802f-5694266fe38b,12618339-2c2d-49ec-b0e0-2517c11991f8,102.37,WALK
12618339-2c2d-49ec-b0e0-2517c11991f8,087e50b6-7677-4a85-802f-5694266fe38b,102.37,WALK
7294875b-8482-484a-b04d-95b921612001,25c85d19-456c-4188-b563-15ad467a54c7,16.14,WALK
25c85d19-456c-4188-b563-15ad467a54c7,7294875b-8482-484a-b04d-95b921612001,16.14,WALK
930fed8f-1d4d-40c6-9a3b-53697263a0f2,100da88e-4c5f-4188-bd11-d4f3fc80fb74,21.98,WALK
100da88e-4c5f-4188-bd11-d4f3fc80fb74,930fed8f-1d4d-40c6-9a3b-53697263a0f2,21.98,WALK
1cc5f00f-c982-4016-8553-40a3da4f36ad,5aeac892-889f-4c5a-8fde-67e6ac096242,11.69,WALK
5aeac892-889f-4c5a-8fde-67e6ac096242,1cc5f00f-c982-4016-8553-40a3da4f36ad,11.69,WALK
db046e79-c658-433c-8812-157fd965a9f6,ba59baf4-dd00-40a5-80e7-3eee6b9d8b09,209.24,WALK
ba59baf4-dd00-40a5-80e7-3eee6b9d8b09,db046e79-c658-433c-8812-157fd965a9f6,209.24,WALK
db046e79-c658-433c-8812-157fd965a9f6,4ed69cbb-d738-450c-be11-7d96cd50ee50,143.6,WALK
4ed69cbb-d738-450c-be11-7d96cd50ee50,db046e79-c658-433c-8812-157fd965a9f6,143.6,WALK
db046e79-c658-433c-8812-157fd965a9f6,cce39cbe-6961-433a-a787-64fbf602f470,41.18,WALK
cce39cbe-6961-433a-a787-64fbf602f470,db046e79-c658-433c-8812-157fd965a9f6,41.18,WALK
db046e79-c658-433c-8812-157fd965a9f6,b56664c0-1dc1-42c5-b10b-52c3fb0dd042,12.11,WALK
b56664c0-1dc1-42c5-b10b-52c3fb0dd042,db046e79-c658-433c-8812-157fd965a9f6,12.11,WALK
db046e79-c658-433c-8812-157fd965a9f6,5f2b93f1-7933-45ed-915c-4488ab8d81b7,197.72,WALK
5f2b93f1-7933-45ed-915c-4488ab8d81b7,db046e79-c658-433c-8812-157fd965a9f6,197.72,WALK
f5e84751-7377-402c-974c-53276e422e70,2b223d0c-f8ec-4970-815c-bfe26c3ffc09,42.42,WALK
2b223d0c-f8ec-4970-815c-bfe26c3ffc09,f5e84751-7377-402c-974c-53276e422e70,42.42,WALK
5b59d508-0860-4f50-b5ab-72a79046b488,5fe363f3-8297-448b-bde3-08f690c92d1b,7.16,WALK
5fe363f3-8297-448b-bde3-08f690c92d1b,5b59d508-0860-4f50-b5ab-72a79046b488,7.16,WALK
ecc4ae87-ae08-4b94-995c-452fdd94df7f,f1d7dbc8-d84b-4550-a3bd-e4748a677e9d,191.89,WALK
f1d7dbc8-d84b-4550-a3bd-e4748a677e9d,ecc4ae87-ae08-4b94-995c-452fdd94df7f,191.89,WALK
be5fb719-eda2-4831-90c6-249248ea22dd,666bd186-7a9a-4e20-a466-e7b1918dda9b,126.97,WALK
666bd186-7a9a-4e20-a466-e7b1918dda9b,be5fb719-eda2-4831-90c6-249248ea22dd,126.97,WALK
be5fb719-eda2-4831-90c6-249248ea22dd,3c143688-247f-41cc-960d-f5e37b874c3a,84.63,WALK
3c143688-247f-41cc-960d-f5e37b874c3a,be5fb719-eda2-4831-90c6-249248ea22dd,84.63,WALK
be5fb719-eda2-4831-90c6-249248ea22dd,476c1b24-6f2f-4727-b610-645c50493814,130.47,WALK
476c1b24-6f2f-4727-b610-645c50493814,be5fb719-eda2-4831-90c6-249248ea22dd,130.47,WALK
be5fb719-eda2-4831-90c6-249248ea22dd,b6816891-4b0d-4bda-8e12-176194efaefe,99.47,WALK
b6816891-4b0d-4bda-8e12-176194efaefe,be5fb719-eda2-4831-90c6-249248ea22dd,99.47,WALK
9cfac7e2-9653-4e52-a6d3-27756d27f817,938c9405-72bb-4acd-bace-a75abcf2f9cb,208.37,WALK
938c9405-72bb-4acd-bace-a75abcf2f9cb,9cfac7e2-9653-4e52-a6d3-27756d27f817,208.37,WALK
9cfac7e2-9653-4e52-a6d3-27756d27f817,bd001f58-6e58-49e9-877f-1fa36964fbc2,206.59,WALK
bd001f58-6e58-49e9-877f-1fa36964fbc2,9cfac7e2-9653-4e52-a6d3-27756d27f817,206.59,WALK
9cfac7e2-9653-4e52-a6d3-27756d27f817,9afb36ea-c2ae-4bbb-9644-3a6c65bb1c7d,59.46,WALK
9afb36ea-c2ae-4bbb-9644-3a6c65bb1c7d,9cfac7e2-9653-4e52-a6d3-27756d27f817,59.46,WALK
d5735919-60bb-4720-a695-9f5155a4f109,ba681dbc-ea72-4685-ad98-c5ed496510e6,66.09,WALK
ba681dbc-ea72-4685-ad98-c5ed496510e6,d5735919-60bb-4720-a695-9f5155a4f109,66.09,WALK
a6b87518-2a7f-4505-898f-245ebe23c909,9c57d59a-53f8-4a16-b279-2ab1745ea230,15.26,WALK
9c57d59a-53f8-4a16-b279-2ab1745ea230,a6b87518-2a7f-4505-898f-245ebe23c909,15.26,WALK
6459bd02-d8f8-413e-9402-10b916f09a4f,010c271e-49ca-45a5-91ac-8ba8d41ee7f3,206.65,WALK
010c271e-49ca-45a5-91ac-8ba8d41ee7f3,6459bd02-d8f8-413e-9402-10b916f09a4f,206.65,WALK
6459bd02-d8f8-413e-9402-10b916f09a4f,5c8bdb89-116a-4d5d-9db1-9be443070380,17.08,WALK
5c8bdb89-116a-4d5d-9db1-9be443070380,6459bd02-d8f8-413e-9402-10b916f09a4f,17.08,WALK
6459bd02-d8f8-413e-9402-10b916f09a4f,a769d1e9-8727-4190-b56c-5cdd8a49333d,199.62,WALK
a769d1e9-8727-4190-b56c-5cdd8a49333d,6459bd02-d8f8-413e-9402-10b916f09a4f,199.62,WALK
abc9fd26-5442-468b-93b6-4d5eb76d0f1f,0eca6015-5429-4289-a76c-4ec9ef707e67,181.03,WALK
0eca6015-5429-4289-a76c-4ec9ef707e67,abc9fd26-5442-468b-93b6-4d5eb76d0f1f,181.03,WALK
abc9fd26-5442-468b-93b6-4d5eb76d0f1f,5cc8a08d-c0af-491f-9a9c-b8b4f5f23bc0,25.34,WALK
5cc8a08d-c0af-491f-9a9c-b8b4f5f23bc0,abc9fd26-5442-468b-93b6-4d5eb76d0f1f,25.34,WALK
abc9fd26-5442-468b-93b6-4d5eb76d0f1f,bbe542ee-a3f6-43cf-b23a-077c28b7d19a,202.91,WALK
bbe542ee-a3f6-43cf-b23a-077c28b7d19a,abc9fd26-5442-468b-93b6-4d5eb76d0f1f,202.91,WALK
abc9fd26-5442-468b-93b6-4d5eb76d0f1f,d50b2bdb-481b-4e58-ada6-47a028fc6382,210.93,WALK
d50b2bdb-481b-4e58-ada6-47a028fc6382,abc9fd26-5442-468b-93b6-4d5eb76d0f1f,210.93,WALK
d5961b09-f5e8-4a0b-9bbb-2515ff0a8376,0d50a4a8-a88d-4468-b562-73e51937e1c5,49.74,WALK
0d50a4a8-a88d-4468-b562-73e51937e1c5,d5961b09-f5e8-4a0b-9bbb-2515ff0a8376,49.74,WALK
d5961b09-f5e8-4a0b-9bbb-2515ff0a8376,ea9d5fa9-af5a-4d39-96fd-626415048511,156.87,WALK
ea9d5fa9-af5a-4d39-96fd-626415048511,d5961b09-f5e8-4a0b-9bbb-2515ff0a8376,156.87,WALK
9e109242-5aad-4fb7-b0c8-576eef8aa4e0,ee7e3c65-72e8-465e-a9a3-a9370ec1f314,180.01,WALK
ee7e3c65-72e8-465e-a9a3-a9370ec1f314,9e109242-5aad-4fb7-b0c8-576eef8aa4e0,180.01,WALK
9e109242-5aad-4fb7-b0c8-576eef8aa4e0,a4545f57-dab0-4ca0-9da3-5bc96d80f104,30.61,WALK
a4545f57-dab0-4ca0-9da3-5bc96d80f104,9e109242-5aad-4fb7-b0c8-576eef8aa4e0,30.61,WALK
9e109242-5aad-4fb7-b0c8-576eef8aa4e0,d7a59d1b-dfe1-4fbb-96fc-14443b077516,191.77,WALK
d7a59d1b-dfe1-4fbb-96fc-14443b077516,9e109242-5aad-4fb7-b0c8-576eef8aa4e0,191.77,WALK
6182f8e8-c45e-4606-b4a4-d909bd44d2cc,a378ce5e-57ce-4c52-b219-568674b5cd5e,20.92,WALK
a378ce5e-57ce-4c52-b219-568674b5cd5e,6182f8e8-c45e-4606-b4a4-d909bd44d2cc,20.92,WALK
67d66d40-e8ba-4bc0-a9cf-814dce3ccbea,d9a82add-03d0-47d8-9f35-117b7a5ded44,114.37,WALK
d9a82add-03d0-47d8-9f35-117b7a5ded44,67d66d40-e8ba-4bc0-a9cf-814dce3ccbea,114.37,WALK
67d66d40-e8ba-4bc0-a9cf-814dce3ccbea,889e3719-7d29-4888-b690-5a1531d2930e,131.95,WALK
889e3719-7d29-4888-b690-5a1531d2930e,67d66d40-e8ba-4bc0-a9cf-814dce3ccbea,131.95,WALK
67d66d40-e8ba-4bc0-a9cf-814dce3ccbea,94c6598b-7303-42e1-94d5-156d7a25f630,102.2,WALK
94c6598b-7303-42e1-94d5-156d7a25f630,67d66d40-e8ba-4bc0-a9cf-814dce3ccbea,102.2,WALK
7ad774b6-172a-401b-b186-358aa2d560a2,f2b27cbd-5207-4281-8f67-6369d0c50a9b,178.31,WALK
f2b27cbd-5207-4281-8f67-6369d0c50a9b,7ad774b6-172a-401b-b186-358aa2d560a2,178.31,WALK
7ad774b6-172a-401b-b186-358aa2d560a2,4bd4913f-8597-4ea0-b219-4e9b15dcbb62,106.13,WALK
4bd4913f-8597-4ea0-b219-4e9b15dcbb62,7ad774b6-172a-401b-b186-358aa2d560a2,106.13,WALK
7ad774b6-172a-401b-b186-358aa2d560a2,6a89c110-a0f8-4b1a-87f0-33f49c0a658e,144.15,WALK
6a89c110-a0f8-4b1a-87f0-33f49c0a658e,7ad774b6-172a-401b-b186-358aa2d560a2,144.15,WALK
c627c9f2-af02-4d83-969a-566719bb09e3,3febe187-31d6-4229-be07-78ff782ca972,128.22,WALK
3febe187-31d6-4229-be07-78ff782ca972,c627c9f2-af02-4d83-969a-566719bb09e3,128.22,WALK
c627c9f2-af02-4d83-969a-566719bb09e3,e26da28a-b9c3-41b8-b57f-87b289b38e08,179.38,WALK
e26da28a-b9c3-41b8-b57f-87b289b38e08,c627c9f2-af02-4d83-969a-566719bb09e3,179.38,WALK
c87db9be-1fba-4102-a743-0ee4317dd5af,717dda7e-d793-4697-8f60-b64ee8b1edc4,184.92,WALK
717dda7e-d793-4697-8f60-b64ee8b1edc4,c87db9be-1fba-4102-a743-0ee4317dd5af,184.92,WALK
c87db9be-1fba-4102-a743-0ee4317dd5af,db9f7130-0bc2-4f3e-b8cd-07cfe96b1f8f,175.44,WALK
db9f7130-0bc2-4f3e-b8cd-07cfe96b1f8f,c87db9be-1fba-4102-a743-0ee4317dd5af,175.44,WALK
c87db9be-1fba-4102-a743-0ee4317dd5af,16578e36-c682-4083-bd29-4973445dc0fe,160.91,WALK
16578e36-c682-4083-bd29-4973445dc0fe,c87db9be-1fba-4102-a743-0ee4317dd5af,160.91,WALK
c87db9be-1fba-4102-a743-0ee4317dd5af,9b85d4b0-c594-4e0e-9ce2-d0986256c270,172.23,WALK
9b85d4b0-c594-4e0e-9ce2-d0986256c270,c87db9be-1fba-4102-a743-0ee4317dd5af,172.23,WALK
1faa072c-478b-4656-8df3-84167a9a4bbb,77c4dfcc-1122-4896-9983-8a5bd11320de,42.38,WALK
77c4dfcc-1122-4896-9983-8a5bd11320de,1faa072c-478b-4656-8df3-84167a9a4bbb,42.38,WALK
96d4c75b-6452-4c70-a31e-c234262ba38b,294c40c4-18e4-4d92-a947-911a8623de89,28.71,WALK
294c40c4-18e4-4d92-a947-911a8623de89,96d4c75b-6452-4c70-a31e-c234262ba38b,28.71,WALK
96d4c75b-6452-4c70-a31e-c234262ba38b,aee8e842-6083-48a7-b14f-cc3d112537bb,110.95,WALK
aee8e842-6083-48a7-b14f-cc3d112537bb,96d4c75b-6452-4c70-a31e-c234262ba38b,110.95,WALK
96d4c75b-6452-4c70-a31e-c234262ba38b,b0b32562-f5dc-4183-abba-5729adf98088,105.26,WALK
b0b32562-f5dc-4183-abba-5729adf98088,96d4c75b-6452-4c70-a31e-c234262ba38b,105.26,WALK
2fafda56-e44d-4e08-8503-90e6bf75e19d,ee095f27-439e-42e7-9e5c-e77b0903c31f,10.07,WALK
ee095f27-439e-42e7-9e5c-e77b0903c31f,2fafda56-e44d-4e08-8503-90e6bf75e19d,10.07,WALK
26d86ffa-b8df-49aa-a9c0-5fa7d3cfba77,0810f07b-94d6-442f-b10d-bf8210c4ed47,13.26,WALK
0810f07b-94d6-442f-b10d-bf8210c4ed47,26d86ffa-b8df-49aa-a9c0-5fa7d3cfba77,13.26,WALK
26d86ffa-b8df-49aa-a9c0-5fa7d3cfba77,1536cb2e-acd3-49cb-8f06-bb8cd40c0c02,97.3,WALK
