stop_id,name
c87db9be-1fba-4102-a743-0ee4317dd5af,Bavarski dvor
1faa072c-478b-4656-8df3-84167a9a4bbb,Dravlje
96d4c75b-6452-4c70-a31e-c234262ba38b,Veliki štradon
2fafda56-e44d-4e08-8503-90e6bf75e19d,Veliki Lipoglav
26d86ffa-b8df-49aa-a9c0-5fa7d3cfba77,Draveljska gmajna
1f9fad8e-d59c-494c-bdd1-1983afacb755,Kodrova
8598b85d-3e1d-4767-b72f-0c209038841f,Štepanja vas
f14a6236-8af2-47bf-9270-432377662a63,Viadukt
d861c2ce-106a-4b95-a4fc-2af355c0bbf0,Lahova pot
f958cead-e4c3-4743-834d-46de4a06a8c9,Murgle
9bb1ed3b-5a6f-43c7-afaf-ba2b60ca1a7a,Aškerčeva
d7748049-2f69-4c77-a19b-96774a521ac1,Prekmurska
ef31a8be-b01d-44cd-95cf-3db8e918af26,Emona
32ff2d5b-61ae-415b-941b-aeb1be1b5052,Trbeže
79325942-629a-4766-a34a-525f8edf8cc5,Podgora
2d6504e9-c938-417e-9b55-32d6514bc744,Kristalna palača
e78f256e-7218-4263-87b9-255bd90c9f49,Maroltova
80c65758-5f25-4003-8d55-10ff96fe8310,OŠ Sostro
452bfd80-e8bd-470b-bc4a-981e1b37ffd7,Kodeljevo
8dde1a7b-e3ec-4675-8409-2a2c4ae696c7,MESTNI LOG
1c0ae078-cca7-40c8-aeda-1187a12ddfee,Remiza
a9473958-e505-4c16-8498-486b06a47856,Čebelarska
1907a46a-4559-43ec-8363-03fe35d30725,Rudnik
b59656a4-b6e7-4b87-977c-078c59088a50,Hajdrihova
f73d3fb2-082c-4518-8af2-45de5490df4e,LITOSTROJ
77dcd833-fa4d-4c5a-93b1-31284942e61d,Šišenska
67c3adc1-a92d-4528-91ee-77d8b52574c6,Poliklinika
fef200e9-4d98-425b-ab14-8110e2aa85d7,Drama
5d7f28a6-2a2a-4333-aa06-48edfb652f86,Pošta
3f996624-8134-4eec-9742-70111db659c1,TOMAČEVO
2838f674-f6e9-4eb5-a99c-1d0ac7903ca1,NOVE JARŠE
0c6d0a32-5673-45fa-9d50-04d8039cbda1,Na Gmajnici
099976aa-17cc-45d3-add4-267985ab1533,Draga
53f8224f-99e5-4c34-9f77-3621bbe9ce99,IŠKA VAS obrač.
41489be9-b3b7-4cbe-90f8-af1a435b2676,Orlova
0df2ffa6-b1c8-44d0-900c-8b23b37794df,Spodnji Rudnik
bb1ac8b9-5cb2-49f2-8d5c-d7fe4afdd5dd,Cesta na Vrhovce
557f714a-6f4a-4c98-8c5a-d74fa34b2adb,Hrvatski trg
d8289ab1-f65d-4b3d-8b4b-55ada004f023,ŽELEZNA
1b3ddeca-a066-43ee-9ae5-8339628129c2,Žale
b905ae6a-f1e1-4057-8923-481902ed5a8e,Konzorcij
4a95f1f8-a457-4dcf-bd1f-6307d4300ea0,Mihov štradon
9a938b49-ce1d-4e1c-a789-e316630ebc4f,Poliklinika
e9382efd-d64d-46b0-9a7d-a4e6a0188725,Omersova
f2b27cbd-5207-4281-8f67-6369d0c50a9b,Kodrova
48c9ec48-2b87-4945-a077-808839f98e74,Ježa
e3b51371-e289-45ef-83ca-1f4ffff25162,Koprska
666e98e1-4a23-4204-a3e6-99110f8b3153,Kolodvor Črnuče
ba681dbc-ea72-4685-ad98-c5ed496510e6,Plešičeva
d7d43617-ef41-4f9e-bbad-670d515d926a,Šemnikar
db13a26e-19d4-4b8a-a78a-01ef25d58834,Ježica
7558099b-08a3-43bc-8056-49bcc5900a03,Cesta v Bizovik
ac3afe7d-a2b3-4d5d-9e6a-1d2412a3bc70,Litostrojska
9e0942f3-2c18-4891-9b51-9d95cc43af7a,Blaževo
ef005e77-f3b8-4171-b681-1294d0e4732b,Log
84578591-7543-4105-8465-9df30256360d,Šmartno
bf64b499-211b-4da8-ace2-f12a17608ae3,ŠTEPANJSKO NAS.
ab987eb0-c970-4577-8db9-0cd507a6cab6,Ig AP
0c5f69a6-97c7-4053-bc0b-3f09dbf72f46,Tovarna Lek
bc19ad1c-00fc-47f1-926e-ddeb12f686ba,Živalski vrt-ZOO
390d166c-b2fe-486c-bba5-38cd1ff64f48,Križišče Sostro
47283e27-c588-411c-9303-30a6f0beeaef,Zgornji log
454817d3-3750-49c7-994c-14d06fd2c634,Žale
e9d9f622-7394-4c5c-9031-a41855a64aa7,Polje
8589e5d1-21b4-4210-ad7a-4bf91f9a715d,Vižmarje
ae3f312a-4242-4a42-8df2-5990505a7747,Sp. Gameljne 3
35aedf45-cca3-4f2f-931b-138d29d20fe9,MEDVODE
a3aeed02-8e36-4cb0-bb08-25cc4afda164,Rašica
3f01eb40-651e-4fad-aff9-2ee27f259f64,Kozler
7b41ca8e-2e41-4572-aa5c-1d80375e8835,Pošta Dobrunje
51dbf10f-cf3b-4575-a8cc-d1080c1f9dde,Silos
c8e0086c-0cef-4375-a471-72f3ae1e34fc,Strelišče
e0bcd677-6012-4c90-a884-44dffafdffec,FUŽINE P+R
feb89b92-366d-4f50-a509-40c7baba8cf0,Brodarjev trg
9a1c4c65-df77-481f-87ad-56143f02a864,Vižmarje
4a74b966-4fbf-41ab-8e1b-276f3f14fc49,Ježa
40fcc1b9-2c42-4db8-bd48-d431efc8a3fd,Stara Ježica
76f20fbf-afc4-4c7d-b51c-14f0878b38d8,C. STOŽICE P+R
0e79ef8c-f692-4e29-a37e-4a81cbb3d410,Vič Glince
7bcbdcaa-00b9-47d4-8982-09da26cd7bcb,Zaloška
98a75a4c-0ef8-4efa-8f0a-384fe8eafce0,Havptmance
ff74fc01-faf6-4a78-a782-d8365538e7de,M. vas pri Grosupljem
baab981f-b707-4b2e-8291-6175f7ceb255,Ilovica
ee3713fe-016c-47eb-96d1-f760c9d19010,Svetčeva
6559d555-672b-4633-8a81-0ae68fb963eb,ZD POLJE
88cdd36c-03d2-4374-a22f-110dd9f75ea0,Kajuhova
d06c6c8a-c136-4b7a-9c13-b26ba0c04029,Hlebš
567980fa-7783-411d-9c67-55b44d753880,Avtomontaža
bc66f88b-1412-44cb-b921-030d27335261,Sneberje
d9a82add-03d0-47d8-9f35-117b7a5ded44,Gerbičeva
5764ff17-c787-4918-b7bd-a2ed9c6d7dd1,RUDNIK
59faa0f0-34b1-47cd-ba3a-3b6f0d684c00,Žito
f1bc11ca-7516-447a-b826-7051c5306af7,Friškovec
7c149b59-2bc6-45cb-95c8-69e18a0db627,Rusjanov trg
60d91c8b-d5a9-4ef4-927c-e241bc31f81a,Bobrova
32abc648-685c-47b0-bbc4-203371ec2699,Podpeč 1
5ddf10c0-90a5-4dbf-992c-23c0505674aa,Podgora
39650ca1-d08c-4645-ac1a-6aed84eb45c5,Obrtna cona
05643914-8ff7-4064-8737-2761d44a083f,Tabor
aa42017d-812a-4175-bc9b-0fec03b18931,Ambrožev trg
f66a1f18-4c18-4317-b929-fb616cc7cebc,Hruševska
339ec74c-f45b-4f23-98b8-7ac67486ff6d,Krimska
4bd4913f-8597-4ea0-b219-4e9b15dcbb62,Jarše
4038e02e-f22f-4af0-ba4f-7aab855b53af,Kneza Koclja
36c4949b-403b-4a76-87e3-d67f51d655ef,Martinova
0b4a072e-6c2d-4c71-ab80-2b7142df81de,Tivoli
bea274aa-277a-403d-ab2f-a0342b28882e,Križanke
2a7d32ca-24a1-41ac-a273-0cbcdec59336,Škofljica špica
1ce1c3a8-e0f6-4f90-b1aa-1448759d8b3c,Astra
b4634750-8d91-4625-b40d-1da9665e70f6,Podpeč 1
0614b134-0950-4f6b-bc8f-fb73a0881bc1,Gornje Poljane
d5102041-8282-4c77-a593-edac0d0d4a34,Cukrarna
c0ff37c8-ac6c-4284-ad32-0ad29fd30dc2,BROD
f33b721f-a8a3-4aad-96f2-077da09ebaa6,Razstavišče
0d50a4a8-a88d-4468-b562-73e51937e1c5,Ob daljnovodu
a1406782-3114-407c-8e35-35bcf5a1234b,Bolnica P. Držaja
938c9405-72bb-4acd-bace-a75abcf2f9cb,Na jami
d4c51b31-46fd-4da8-ba15-8068e666d483,Zadvor
f9d70942-e517-4560-8655-99481edd2b95,JEŽICA P+R
d5d15a80-243b-49d7-a616-b3c3fb39e8af,Oval
7add6fa5-bfd5-4d9c-841b-d9856088ede9,Javor-2
5dcffe2a-1c73-4f7c-bdac-4084bb5201aa,Peruzzijeva
12304b99-9a07-485a-a101-eaca90495d48,Besnica šola
ca8cbe57-95dc-4326-9c06-b60a87b981b1,ŠKOFLJICA obrač.
d98335a0-1291-4d4c-be62-16b11c356575,Božičeva
9a480b5e-0283-4130-a5e2-9d5e996caa4f,Litostrojska
397418bc-78a7-45c9-b5cf-374fe21cee11,Akademija
c32ef99a-6752-47fe-94eb-a5134c7110af,N. STOŽICE P+R
8512e1be-4637-483b-a3e6-78ccc6d2c5b1,Navje
df63651e-45ab-4487-9429-9e604415b35c,Prušnikova
c0a064eb-b507-43c2-a6d2-0e9c5881f031,Središka
1308dcf9-a9e1-4e54-95c9-0f2afaac889b,ŽELEZNA
245bb1a4-ea6e-45b4-8331-b50983655326,Svetčeva
f2920a77-6c6c-494d-96b7-2a8caf8f374f,Mirje
21764d19-62cc-49fd-bac9-403aeac6a6b9,Ježica
d3a6cbf3-65f0-4db8-9a10-1460763eac8e,Hrušica
3d0466c6-82f4-4a8e-ac5f-18d4dab794ac,Ihan Flerin
9746f277-af08-4cce-92fa-41da5eca8ac2,BERIČEVO
a41f5786-6b70-4224-bcde-e6fbaac4c21b,Smrekarjevo
61926b26-d777-483f-ae79-86766c48793b,Tržnica Koseze
fa96d420-d1af-4ad0-bf6a-4544deb1c5eb,Streliška
2bf898b0-1247-4e84-87e2-2e044e580c8f,Tovorni kolodvor
154f3596-bbbb-4038-9ad7-c4b8b5288a02,Stadion
d3283222-38a9-40e2-a485-180d1a33067c,Novo Polje
f4cfd904-bd11-4247-95df-32c4555a930f,Klinični center
edf94a12-03e9-4225-b6cc-aca0edf588a7,Šentvid
2b223d0c-f8ec-4970-815c-bfe26c3ffc09,Na klancu
dfde6478-02b5-471b-a470-29cb0e84542f,Slovenija avto
ba59baf4-dd00-40a5-80e7-3eee6b9d8b09,Golouhova
a0e0a21b-b8ce-4d76-bbc2-04e179367fee,Šola Jarše
596e3cfe-bd4c-4afa-ba4c-33172dba9be1,Belinka
010c271e-49ca-45a5-91ac-8ba8d41ee7f3,Čerinova
717dda7e-d793-4697-8f60-b64ee8b1edc4,Gosposvetska
cecad767-51e5-4683-bf56-e6e342f8d1e0,Zg. Besnica
4ed69cbb-d738-450c-be11-7d96cd50ee50,Livada
48b163cd-b819-4849-aee1-8b1da77657ab,Šentvid
1a1ee974-5091-4fa7-96a2-0c2508892aa3,Saturnus
fcccf4af-4f16-4edc-ba5a-585c434593fe,ZD Polje
d2f9bbec-4b03-49a8-af83-afe65fe07a0e,Pot heroja Trtnika
7310c006-62b8-4f94-bb9c-d5c26cb3faad,Polje
8a5febd6-d44a-4c98-a221-46044548663d,Sp. Gameljne 1
7411cd45-83d2-40e6-89f6-5a0995e409cb,Zadvor pri Grosupljem
7e780e7f-3665-4ec7-a910-eaf6e9d82551,Kajakaška
9b0074d2-2c92-4c01-830b-00be8e05b412,Cukrarna
219086ca-bdcb-4092-bd82-3d372b9b73ce,Erbežnik
aa113271-655f-423f-ad7e-4cfaba2eb739,Pod Urhom
4062cd22-b67a-4235-9980-0178b7add592,Drama
38b3abed-0592-407b-96c3-85a026f2e192,Dalmatinova
87415b6b-7e7f-4b82-b78f-ef1a7db85282,MALI LIPOGLAV
54c591c0-7bbb-4489-9229-57b18f95827a,Stara cerkev
fb7704f0-d31e-4561-83e4-621a8c62654b,Kosmačeva
7fcb0952-c77f-44b5-adf3-0aa2a2b8550a,BARJE P+R
7484317c-269f-425f-8118-23eedab4e5f1,Tivoli
52e5d1c1-28c9-4ed2-b0ec-5bf7311be753,Cesta v Bizovik
8a224b7d-24ae-4c7b-8318-f66ac8cc078b,Zakrajškova
21a5f1e3-8ac0-4023-95ca-0a3ff54099aa,Mestni log
e9089f7d-853e-4375-8ecb-0db96fcc60e6,OŠ Jezero
eb11d52f-300b-4648-a2e8-ed03db9ff7e2,Drobnič
e2499103-6634-4d8e-87a8-68dc5ef6340c,Sp. Gameljne 2
7c166e7c-6fe0-44bd-b124-0013473f227a,Petrol
e74131c6-ac2f-477b-9693-10bb5ab9f24b,Grosuplje
ea9d5fa9-af5a-4d39-96fd-626415048511,Martinova
fbd1dfb0-4a6f-4160-ad52-5ccb69530195,Pri Dolencu
6a89c110-a0f8-4b1a-87f0-33f49c0a658e,Šola Jarše
bb995fbb-29c8-4035-9503-ae33320833a8,Cesta v Zavoglje
62feeb73-9af7-43ee-8714-1b435ec20263,Japelj
f1fd2bad-eba9-4046-a7b9-34e8d1d423f5,Šolska
66a82f60-b1d1-4251-a715-178300014f18,Studenec
125d4928-6b97-4a4b-af34-a2d1564c029c,Zasavska
698551c1-7bb2-4f7e-9701-23b7667e8594,Novo naselje
37fc313d-1f45-49c9-9059-4f96f44a6682,Zgornja Šiška
659ee31d-ae12-4498-8507-28579d322e32,Vič Glince
666bd186-7a9a-4e20-a466-e7b1918dda9b,OŠ Maksa Pečarja
cf6f67f5-f7df-4462-828b-481134217fad,Žito
16ae0a39-ff9a-4aee-88b5-34502255fab4,Pod Sivnikom
fdff5f9c-6c02-4fc1-a004-7032b17fa37a,Murkova
6a74977a-a26d-42b4-a60b-8dabc726e57d,Gornji Rudnik
889e3719-7d29-4888-b690-5a1531d2930e,Jadranska
eee4abae-e720-4776-b6c7-0099d0119246,Ruski car
c93954aa-7aad-4fca-9f7a-721d37f0474e,NS Rudnik
6d344016-1b93-4ff7-80a8-8cde0b57bd1c,Prežganje
45754ca7-bffd-4bcf-96df-952e59574dde,Ledena dvorana Zalog
1e4be02a-ac61-41bc-b9b5-1ef7850313ed,IMP
ea91e672-f4a8-40cb-af62-214726551a93,Šmartno
a0b1fb90-3f6a-4231-910a-18be192ac762,Flajšmanova
0fb83496-463c-4123-97c6-669efe614d26,Besnica kamnolom
c15a2be8-fc53-427d-9cc6-a50bb305f68d,Tovarna Lek
1a3351a1-563e-4174-b402-54bc0e2f5191,Archinetova
318d4398-e152-498b-b4ff-1344c67adba6,Razstavišče
98fa3880-5936-4ec8-ba04-39c7ff9a0e6a,Stara cerkev
94712446-2421-4304-b4f1-3b3f82998713,Vodovodna
163da3ae-0ab9-480e-b72d-16357e0a9061,Golouhova
7f510cd8-4742-4dcf-95c0-16cde39c2e26,Zg. Gameljne
13ceaf6c-9650-45c3-b449-64a0e5094d18,Murkova
093afa81-b65f-4182-bac3-afbc00558a9b,Koseze
a7af0c5d-2297-40e2-a6e0-506f6aadba0a,Rogovilc
0be237aa-4b91-4d2b-ac23-0cebac975a0d,Cankarjev dom
bd001f58-6e58-49e9-877f-1fa36964fbc2,Na jami
9f01f25f-9a5b-459a-96da-222ef81faf51,Trata
ee7e3c65-72e8-465e-a9a3-a9370ec1f314,Vevče Papirnica
023d7b7a-b411-4e61-8746-b07f9e5c8f90,Ambrožev trg
8fc42c89-96e2-4c69-a2b4-44d505f27ce9,NS RUDNIK
b9edd39a-4f64-4553-869e-bb77e617b9b8,Stanežiče
0ff94f7b-275b-4cc4-bb27-e00842f5ad87,Hrušica
ba6f47bf-d346-4ccb-8669-13b974d863a6,Križišče Sostro
48e907fd-e868-47cd-8cac-74c7d4582944,Poljanska
c297ac70-8f43-4fbc-a8a4-366ddb883a8d,Bonifacija
fb662324-f307-452f-9b00-0275dadfd382,Ig Petrol
6a0b25cc-428e-47b5-831a-e89facfa7f26,Ziherlova
592b37eb-8255-4758-ae8a-7cef98521013,Rogovilc
da9650a3-6ec7-4cdb-95f2-a68851587dfc,Primožev ovinek
92928953-a289-4a44-a653-b7b6b4f5e1c2,Zeleni gaj
f07c916c-6fc6-4acf-a334-0ab0d3c4f57f,Središka
eead721b-8996-4e73-a2f9-02dba20df4fa,Ilirska
4d216485-ef41-45e7-9182-0c254644955c,Sava
2e6c059c-0305-47bb-9ca8-00a2123039e9,Štepanja vas
9dfc0a62-bf4d-4670-83d0-4e26a6e56b32,Smelt
49f28358-bfda-458e-a4b3-a45f602765c1,POLICA/VIŠ. G.
8d775324-59ca-429e-ad7e-8d522c52dbdd,Drenikova
3203d037-a222-4092-8dd6-e8dfcd49a2c9,Novo Polje
4b847ac2-4c41-4fc1-a497-9ce4deaab8b1,Zavrh
cf94d70f-d211-4625-9037-014514562aa9,Lanišče
406d6bb7-147c-4853-a917-e5c437b025e6,Pance
484b5c91-1220-43ba-af79-84e712fcc46b,Slovenija avto
cddb3822-7daf-4cae-9cc3-6b191e81326b,Yulon
1035c6f7-304e-4329-a3b2-4eb5d985a577,OŠ Sostro
311a0b74-0787-484b-b414-8adf1cd4cf58,Polanškova
b8533150-cf69-441a-8fc4-18f39cbef16b,JEŽICA
02e96186-e90a-4171-8869-082486f7da1d,V. Mlačevo
8375ab17-e389-42b2-9b88-0210a049e321,Bonifacija
1b3d51e8-8b5e-4b31-a63e-9d665243c2f1,Nove Žale
223f660b-c391-4120-bf3c-7bf06781686b,Tovorni kolodvor
7276f267-9837-4c56-aad3-f8cd555060da,Prežganje šola
184817a9-ca88-4c82-a40b-5768991da3df,Podpeč
c5ec5e81-2ce4-452d-bd7a-595de4f8b34f,Prušnikova
1d7af067-e43b-4a98-953c-75f1b267d9ce,Ig
a52cd7ac-c11e-4c8b-94a5-1a12b32595da,Jurčkova
bd6d732b-65aa-4b59-be82-6ce1301e70d5,Ljubljanske brigade
1f4702d4-6b02-4ad3-aa9b-118ff9aa3474,Zasavska
4682c5fd-08cb-4af1-a3e2-6f1ee880a52d,Baragova
192b7b6a-b138-4569-a4f3-86bef6b20810,Letališka
cdabf1ea-b04c-480a-8359-72c46e6864ab,Bežigrad
ff8f71b7-06fe-47fe-8238-9af5ee1b1dfd,Šola Jarše
cad3370f-7a28-4a47-8d5a-187adab3ca21,Polje-kolodvor
3a50f545-2fe2-45a0-8ed6-01635603efed,Dobrunje
f0661242-947b-4937-a9ce-d2a135cd62a7,Bizovik
0eca6015-5429-4289-a76c-4ec9ef707e67,BTC-Merkur
16d19639-a788-4df6-a168-6f8c3652ded7,Chengdujska
da656f17-9723-4cbe-a008-823cbad17c28,Dolgi most
77c4dfcc-1122-4896-9983-8a5bd11320de,Dravlje
e8b0d4a2-f65e-4aed-97b8-77ab0d07955a,Cesta v Kresnice
404f8444-540d-4d82-a355-30a6a8bec797,Viško polje
d987aa3a-ae4a-42f6-bc9b-79c41dcf055a,Kosmačeva
9ab2717b-1396-4885-bb5b-9857d7195d0d,Sostro - 2
71480129-1108-4659-bb1b-d62897a81d02,Polje-kolodvor
233daca5-913b-4e10-bf34-18b1c8c77019,Prelog
86a75ffc-a78f-401f-8991-2eb0371417b2,Studenec
1ceecd12-b005-4828-ad39-8f2aeb1ca228,Iški most
2f18bcfa-6189-4de4-b06f-132d3392e7d6,Besnica
7a52a73a-cc0e-4c61-b9bc-306157727e1c,Tržnica Moste
ef91fd44-5651-4fd4-b6f8-619fdef9da7b,Hajdrihova
3f0c15b3-99bd-4c12-8f7a-df06c9536526,Pod Sivnikom
1e2641bc-b0b2-448e-8ad2-e52891fa4c5f,Pece K
97788808-915f-4405-b54e-7ec5f95f7330,TRNOVO
daf172e0-4dd9-4d5b-8287-67ad2034bced,Stadion
6afef238-01cd-4ad0-859d-2056b5d4a63f,KPL
cec37fa8-0d4a-4e80-a259-2fa91b68463d,Goropečnikova
bb606ad8-8a10-4034-9862-60cc177d2455,Pohorskega bataljona
e3321752-4498-4da3-801c-d54920b22eba,Draga
259de009-1345-4169-920b-baeaceade993,Primožičeva
277bc73c-e61d-4046-bcfd-31d6161c568e,Center Zalog
e333d90d-3eef-4d82-9e00-ebe693e2f389,Jurčkova
441545fb-7a0c-4555-aea8-01cbe6c14ea3,Puhova
91b76764-87af-4b90-89dd-60f0046f7cc0,Tomačevska
784bebe9-c0c7-46eb-943d-0b1808ffd5ac,Dornig
a2f479c6-4c21-4923-b4ac-86f752507cee,GROSUPLJE
dd57f39b-be0f-479e-bc35-5bd2edf98ff2,Bolnica
6a774daa-3547-4128-b304-aa2d17d4391a,Dolnice
3c143688-247f-41cc-960d-f5e37b874c3a,Črnuče
5c15a390-36b6-47a9-9d84-0c7160157c1d,Gorjančeva
86303165-4af4-4fcd-b0f9-43ed865454f4,Glonarjeva
a5eb15d2-f0cb-46a6-b888-6a9aad6bc5b6,Sadinja vas
8eeea585-6168-45b8-a5d4-336e61826043,Zapuže
294c40c4-18e4-4d92-a947-911a8623de89,Veliki štradon
b60d686c-3b89-447c-93f6-2837d9af3d02,Ziherlova
60edf514-fd83-400b-b86f-881f7eff258b,Hladilniška
d119c3e9-7f2c-4d40-97a4-ccc6b4bb2951,Archinetova
459f82d2-cbe4-414b-b66b-0b794ea958ed,Smelt
712ee105-4fab-498a-af5c-496ca9830f5f,Viadukt
476b2caa-710a-47fe-9743-4d75d7ada5fb,Čebelarska
5cc8a08d-c0af-491f-9a9c-b8b4f5f23bc0,BTC-Emporium
33613e0e-f41c-4cee-804a-3942bf698e3e,Iški most
e4635b94-348c-4c69-be85-1160488e5e43,BTC-ATLANTIS
76ec8af8-07c2-4d44-b0d8-a439d381913f,Medno
f073b9d9-a3e3-4d04-a209-0db55377b79e,Zmajski most
298fea2e-c58b-4d99-9350-2420c718d2cc,Pri Poku
c0fb12dd-8cab-40da-a3aa-e8de9c6d09ed,Rusjanov trg
d2e3d9f5-0203-49a4-8ea1-455e2434a347,Št. Jurij
0be53afd-2427-49b2-b70c-2ee3d89e9762,SORA obrač.
121b30dc-065b-4c76-aad2-a54a85c74d4d,SŠ Domžale
bdd68b01-e9a1-4270-be50-8b5c7bd39a1c,Kozler
e7789f42-0ad7-44d1-974b-42a3f4957291,Strelišče
2154edb8-16e2-4334-8878-9e38abcdf06a,Zavrh
d9df1ba3-6820-4fcb-b561-9cb7a60dd463,Cesta na Kope
5c246f67-4431-4968-8d64-2ae4b823e360,Na Gmajnici
786a15d4-dd6b-42bb-a5c9-6ce994b5be9e,Omersova
db9f7130-0bc2-4f3e-b8cd-07cfe96b1f8f,KOLODVOR
5bc3addd-b076-4c60-b850-39f90e674b75,BOKALCE
dba19980-8ca1-4847-b9b5-8cd419374ae2,Ponova vas
9bd3ee10-bc61-44e8-8cf3-a37cffd54da0,DOMŽALE kolodvor
48507e1a-32df-4552-9448-3b345760b75f,Cesta na Vevče
100da88e-4c5f-4188-bd11-d4f3fc80fb74,Rast
08071ba1-570f-487b-9a36-01a046fb2788,Kolodvor Črnuče
95eee7e8-237d-4410-a9bf-00c6f88129c1,Cukrarna
9741988b-6723-480b-a419-8db7490d667a,Rakovnik
0b90d258-764d-4c06-aab0-7074dbd54182,Podgrad
53c3c8c9-2e64-4a8f-9afb-031b24c17d5a,Plečnikova cerkev
98f728a3-94a6-4911-98d7-64ab88097036,Lavrica
a2ce7e6f-0f99-443a-a973-81a0b9c60261,Astra
041e08cc-b1bd-4f2c-aa4e-a9aaf2837a28,Iška vas
813b7c8c-5236-405a-bb0d-092a5d93c2a6,Kavčičeva
c86d5f37-52ee-4e3a-99b5-b9554118c4d5,Mihov štradon
8561e9fb-03e0-46f1-802d-b376d26a8ea5,Drenikova
5c8bdb89-116a-4d5d-9db1-9be443070380,7. septembra
46847a61-d68a-4d2c-ad76-18e043d41430,Brglezov štradon
dfd33168-046e-49af-9428-b9394f98667c,ZG. Pirniče
807c11ba-4b3a-4e2b-82b5-abf5864fa4bc,Pot na Fužine
c31b32c6-1ec2-48e9-9929-356fd0253540,Selo
2896bfa8-0586-4ed1-8d93-c5c6e1ff3d72,Vikrče
c20233f2-94bc-4c21-9d2a-9b129b668487,Ihan Emona
7c37b809-4d6d-497c-a53d-38663e91c088,Bizovik
46a50a09-9bae-460b-a7b6-457d288c5a9f,Ponova vas
124ec397-421b-4737-bf71-09c9b1665a10,Preska
ba846253-4c87-4120-8f1c-05a563bf3999,Nove Žale
d2ff7ae5-59fc-4894-aa50-a7f16b5e3534,Ižanska
aee8e842-6083-48a7-b14f-cc3d112537bb,Opekarska
eb43a68a-54a5-4a37-b090-1329e2b4d830,BRNČIČEVA
1069d764-9345-425d-8c4d-12d6ffa1fde1,Kališnikov trg
1505c6fe-6080-424e-98d1-24c312cfacf3,Pot na Rakovo jelšo
29589594-5959-4efb-8dda-7348e4e500a0,Kozarje
3d2f3af0-3b48-4019-a861-ee4fff761a24,Ježkova
e786b2df-34ed-4246-832e-7c3d538ac1f4,Kranjčeva
5de6ff80-1352-43df-b5ec-1df59f2f492b,Pot na Rakovo jelšo
0c3a77a7-d9eb-45c7-b722-1fafde29129c,Podvozna pot
1b27d65a-1008-4bc9-928e-f6cb43b03804,Besnica ambulanta
